church,date,total_attendance,men,women,youth,children,salvations,baptisms,home_visits,meals_food_packs,preschool_attendance
Engcamini,2024-11-10,91,3,15,8,65,2,0,2,0,0
Engcamini,2024-11-17,191,2,15,92,82,0,0,4,0,0
Engcamini,2024-11-24,102,3,17,12,70,0,0,2,108,0
Engcamini,2024-12-01,104,1,13,13,77,0,0,2,120,0
Engcamini,2024-12-08,197,4,30,25,138,0,0,4,82,0
Engcamini,2024-12-15,98,2,14,9,73,0,0,0,6,0
Engcamini,2024-12-22,105,2,13,14,76,0,0,1,0,0
Engcamini,2024-12-29,64,7,17,16,24,0,0,2,0,0
Engcamini,2025-01-05,117,3,18,15,81,5,0,3,96,0
Engcamini,2025-01-12,102,1,9,12,80,4,0,2,120,0
Engcamini,2025-01-19,119,5,19,23,72,5,0,7,160,0
Engcamini,2025-01-26,110,5,14,16,75,2,0,2,96,0
Engcamini,2025-02-02,109,3,13,21,72,7,0,3,0,0
Engcamini,2025-02-09,143,2,14,18,109,17,0,2,143,0
Engcamini,2025-02-16,205,7,19,34,145,21,0,13,8,0
Engcamini,2025-02-23,96,3,12,9,72,14,0,3,0,0
Engcamini,2025-03-02,118,3,18,16,81,2,0,0,0,0
Engcamini,2025-03-09,100,3,7,14,76,2,0,0,0,0
Engcamini,2025-03-16,109,2,15,25,67,22,0,0,112,0
Engcamini,2025-03-23,81,3,10,16,52,7,0,2,0,0
Engcamini,2025-03-30,123,4,18,19,82,21,0,2,23,0
Engcamini,2025-04-06,99,2,11,14,72,0,0,11,21,0
Engcamini,2025-04-13,136,4,17,25,90,0,0,3,166,0
Engcamini,2025-04-20,123,3,17,21,82,18,0,4,78,0
Engcamini,2025-04-27,115,5,17,18,75,3,0,0,22,0
Engcamini,2025-05-04,92,4,9,11,68,2,0,3,0,0
Engcamini,2025-05-11,118,3,17,21,77,0,0,2,22,0
Engcamini,2025-05-18,152,4,21,24,103,0,0,3,195,0
Engcamini,2025-05-25,83,4,12,11,56,0,0,2,22,0
Engcamini,2025-06-01,105,4,17,15,69,0,0,2,44,0
Engcamini,2025-06-08,104,3,16,13,72,13,0,3,0,0
Engcamini,2025-06-15,94,3,15,15,61,0,0,4,144,0
Engcamini,2025-06-22,105,2,14,13,76,0,0,2,112,0
Engcamini,2025-06-29,100,3,13,12,72,12,0,13,0,0
Engcamini,2025-07-06,123,3,16,17,87,0,0,3,150,0
Engcamini,2025-07-13,128,3,17,16,92,2,0,3,21,0
Engcamini,2025-07-20,76,2,12,13,49,0,0,2,17,0
Engcamini,2025-07-27,99,2,17,13,67,0,0,3,0,0
Engcamini,2025-08-03,126,3,17,19,87,0,0,3,0,0
Engcamini,2025-08-10,124,3,15,19,87,3,0,3,193,0
Engcamini,2025-08-18,99,2,13,17,67,2,0,3,69,0
Engcamini,2025-08-24,130,3,17,18,92,2,0,2,7,0
Engcamini,2025-08-31,129,1,11,19,98,2,0,2,172,0
Engcamini,2025-09-07,100,1,15,12,72,3,0,3,173,0
Engcamini,2025-09-14,118,1,11,21,85,0,0,2,52,0
Engcamini,2025-09-21,90,1,8,16,65,0,0,2,212,0
Engcamini,2025-09-28,100,1,13,14,72,0,0,2,250,0
Engcamini,2025-10-05,102,3,11,13,75,6,0,2,0,0
Engcamini,2025-10-12,116,2,17,16,81,1,0,3,0,0
Engcamini,2025-10-19,110,2,17,15,76,0,0,3,0,0
Engcamini,2025-10-26,114,1,14,13,86,0,0,3,154,0
Engcamini,2025-11-02,110,1,17,16,76,2,0,1,52,0
Engcamini,2025-11-09,141,4,21,19,97,21,0,3,0,0
Engcamini,2025-11-16,20,1,3,4,12,6,0,2,72,0
Engcamini,2025-11-23,141,1,16,17,107,13,0,3,48,0
Engcamini,2025-11-30,154,4,19,21,110,0,0,3,0,0
Engcamini,2025-12-07,94,3,14,15,62,30,0,3,0,0
Engcamini,2025-12-14,136,4,19,21,92,0,0,2,180,0
Engcamini,2025-12-21,80,1,12,21,46,0,0,2,3,0
Engcamini,2025-12-28,119,2,21,23,73,11,0,3,0,0
Engcamini,2026-01-04,115,4,23,22,66,19,0,6,0,0
Engcamini,2026-01-11,32,1,6,10,15,2,0,4,0,0
Engcamini,2026-01-18,65,2,13,15,35,5,0,2,240,0
Engcamini,2026-01-25,123,2,21,25,75,0,0,4,0,0
Engcamini,2026-02-01,123,2,21,25,75,13,0,4,220,0
Engcamini,2026-02-08,149,3,22,25,99,11,0,3,165,0
Engcamini,2026-02-15,107,4,14,22,67,14,0,3,72,0
Engcamini,2026-02-22,74,2,13,14,45,2,0,2,95,0
Engcamini,2026-03-01,99,3,17,21,58,2,0,2,190,0
Engcamini,2026-03-08,84,2,14,19,49,2,0,2,52,0
Engcamini,2026-03-15,84,2,14,19,49,15,0,2,53,0
Engcamini,2026-03-22,75,3,17,19,36,17,0,2,66,0
Engcamini,2026-03-29,97,2,18,21,56,18,0,4,154,0
Engcamini,2026-04-05,150,2,27,35,86,17,0,3,98,0
Engcamini,2026-04-12,130,3,18,22,87,0,0,4,67,0
Engcamini,2026-04-19,116,1,17,21,77,13,0,2,45,0
Engcamini,2026-04-26,140,3,25,26,86,15,0,2,7,0
Engcamini,2026-05-03,101,2,15,17,67,9,0,0,144,0
Engcamini,2026-05-10,85,3,11,17,54,9,0,2,53,0
Engcamini,2026-05-17,83,4,15,19,45,0,0,2,77,0
Engcamini,2026-05-24,92,3,18,19,52,0,0,3,21,0
Gebeni,2021-11-07,44,4,14,18,8,0,0,0,0,0
Gebeni,2021-11-14,43,1,11,8,23,0,0,0,0,0
Gebeni,2021-11-21,79,6,20,15,38,0,0,4,0,0
Gebeni,2021-11-28,38,5,9,8,16,0,0,0,0,0
Gebeni,2021-12-05,31,5,10,8,8,0,0,0,0,0
Gebeni,2021-12-12,35,7,10,5,13,0,0,0,0,0
Gebeni,2021-12-19,54,5,14,11,24,0,0,0,0,0
Gebeni,2021-12-26,34,2,8,9,15,0,0,0,0,0
Gebeni,2022-01-01,61,4,15,19,23,1,0,3,0,0
Gebeni,2022-01-02,29,3,10,11,5,0,0,0,0,0
Gebeni,2022-01-08,52,4,9,11,28,2,0,5,0,0
Gebeni,2022-01-09,37,4,12,11,10,0,0,0,0,0
Gebeni,2022-01-15,62,4,12,16,30,5,0,1,0,0
Gebeni,2022-01-16,43,4,12,14,13,0,0,0,0,0
Gebeni,2022-01-22,50,4,11,13,22,0,0,1,0,0
Gebeni,2022-01-23,38,3,8,6,21,0,0,0,0,0
Gebeni,2022-01-29,44,2,9,11,22,3,0,8,0,38
Gebeni,2022-01-30,27,2,8,10,7,0,0,0,0,0
Gebeni,2022-02-05,54,5,13,9,27,0,0,0,0,0
Gebeni,2022-02-06,23,2,10,4,7,0,0,0,0,0
Gebeni,2022-02-12,28,2,7,6,13,0,0,0,0,38
Gebeni,2022-02-13,39,2,9,15,13,0,0,0,0,0
Gebeni,2022-02-19,51,3,11,15,22,0,0,5,0,38
Gebeni,2022-02-20,37,1,5,20,11,0,0,0,0,0
Gebeni,2022-02-26,38,3,8,4,23,0,0,5,0,38
Gebeni,2022-02-27,35,4,13,10,8,0,0,0,0,0
Gebeni,2022-03-05,64,6,13,17,28,0,0,6,0,38
Gebeni,2022-03-06,41,5,13,10,13,0,0,0,0,38
Gebeni,2022-03-12,43,3,9,7,24,1,0,6,0,38
Gebeni,2022-03-13,40,2,9,16,13,0,0,0,0,38
Gebeni,2022-03-19,62,4,12,20,26,0,0,4,0,38
Gebeni,2022-03-20,46,3,12,13,18,0,0,0,0,38
Gebeni,2022-03-26,73,6,11,24,32,0,0,0,0,38
Gebeni,2022-03-27,44,3,13,11,17,0,0,0,0,38
Gebeni,2022-04-02,61,4,13,17,27,0,0,1,0,38
Gebeni,2022-04-03,29,1,2,14,12,0,0,0,0,0
Gebeni,2022-04-09,455,65,140,130,120,0,0,0,0,0
Gebeni,2022-04-10,23,2,6,12,3,0,0,0,0,0
Gebeni,2022-04-16,59,2,10,19,28,10,8,5,0,38
Gebeni,2022-04-23,78,8,11,17,42,0,0,0,0,0
Gebeni,2022-04-24,42,1,14,12,15,0,0,0,0,0
Gebeni,2022-04-30,64,0,8,36,20,3,0,11,0,38
Gebeni,2022-05-01,43,2,10,12,19,0,0,0,0,0
Gebeni,2022-05-08,54,3,9,14,28,0,0,0,0,0
Gebeni,2022-05-15,34,3,9,9,13,0,0,0,0,0
Gebeni,2022-05-22,55,3,14,14,24,0,0,0,0,0
Gebeni,2022-05-29,53,2,11,16,24,0,0,0,0,0
Gebeni,2022-06-05,48,3,9,6,30,0,0,0,0,0
Gebeni,2022-06-12,50,2,9,19,20,0,0,0,0,0
Gebeni,2022-06-19,64,4,9,18,33,0,0,0,0,0
Gebeni,2022-06-26,55,3,9,19,24,0,0,0,0,0
Gebeni,2022-07-02,48,3,9,16,20,2,0,3,12,36
Gebeni,2022-07-03,71,2,10,19,40,0,0,0,0,0
Gebeni,2022-07-09,24,1,7,5,11,0,0,6,8,36
Gebeni,2022-07-10,58,2,11,17,28,0,0,0,0,0
Gebeni,2022-07-16,54,3,8,15,28,2,0,6,0,36
Gebeni,2022-07-17,77,3,9,20,45,0,0,0,0,0
Gebeni,2022-07-23,54,1,11,12,30,2,0,5,14,0
Gebeni,2022-07-24,46,2,6,11,27,0,0,0,0,0
Gebeni,2022-07-30,63,5,11,18,29,1,0,5,12,0
Gebeni,2022-07-31,82,4,13,18,47,0,0,0,0,0
Gebeni,2022-08-06,54,3,8,15,28,2,0,6,0,36
Gebeni,2022-08-07,46,3,9,12,22,0,0,0,0,0
Gebeni,2022-08-13,54,1,11,12,30,2,0,5,14,0
Gebeni,2022-08-14,44,2,1,15,26,0,0,0,0,0
Gebeni,2022-08-20,63,3,10,11,39,0,0,0,0,0
Gebeni,2022-08-21,52,2,9,14,27,0,0,4,21,49
Gebeni,2022-08-27,48,4,13,5,26,1,0,5,20,36
Gebeni,2022-08-28,31,0,6,3,22,0,0,0,0,0
Gebeni,2022-09-04,78,2,10,21,45,4,0,2,5,0
Gebeni,2022-09-11,48,1,7,14,26,0,0,0,0,0
Gebeni,2022-09-18,78,2,10,21,45,6,0,8,0,49
Gebeni,2022-09-25,46,3,8,14,21,0,0,3,0,51
Gebeni,2022-10-02,57,2,8,19,28,4,0,7,0,47
Gebeni,2022-10-09,62,2,9,16,35,2,0,1,2,48
Gebeni,2022-10-16,53,3,10,14,26,0,0,1,21,45
Gebeni,2022-10-23,59,2,8,24,25,1,0,3,7,47
Gebeni,2022-10-30,64,3,12,21,28,0,0,0,0,48
Gebeni,2022-11-06,80,3,12,17,48,0,0,0,0,0
Gebeni,2022-11-13,35,2,8,8,17,3,0,5,0,0
Gebeni,2022-11-20,44,2,8,12,22,0,0,0,0,42
Gebeni,2022-11-27,45,2,8,13,22,0,0,4,0,44
Gebeni,2022-12-04,56,3,10,15,28,1,0,4,0,48
Gebeni,2022-12-11,59,2,9,15,33,0,0,5,0,0
Gebeni,2022-12-18,57,3,9,17,28,3,0,7,0,0
Gebeni,2022-12-25,82,6,20,18,38,0,0,0,0,0
Gebeni,2023-01-01,61,4,15,19,23,1,0,3,0,0
Gebeni,2023-01-08,52,4,9,11,28,2,0,5,0,0
Gebeni,2023-01-15,62,4,12,16,30,5,0,1,0,0
Gebeni,2023-01-22,50,4,11,13,22,0,0,1,0,0
Gebeni,2023-01-29,44,2,9,11,22,3,0,8,0,38
Gebeni,2023-02-05,54,5,13,9,27,0,0,0,0,0
Gebeni,2023-02-12,28,2,7,6,13,0,0,0,0,38
Gebeni,2023-02-19,51,3,11,15,22,0,0,5,0,38
Gebeni,2023-02-26,38,3,8,4,23,0,0,5,0,38
Gebeni,2023-03-05,64,6,13,17,28,0,0,6,0,38
Gebeni,2023-03-12,43,3,9,7,24,1,0,6,0,38
Gebeni,2023-03-19,62,4,12,20,26,0,0,4,0,38
Gebeni,2023-03-26,73,6,11,24,32,0,0,0,0,38
Gebeni,2023-04-02,61,4,13,17,27,0,0,1,0,38
Gebeni,2023-04-09,455,65,140,130,120,0,0,0,0,0
Gebeni,2023-04-16,59,2,10,19,28,10,8,5,0,38
Gebeni,2023-04-23,78,8,11,17,42,0,0,0,0,0
Gebeni,2023-04-30,64,0,8,36,20,3,0,11,0,38
Gebeni,2023-05-07,50,7,9,15,19,2,0,5,0,38
Gebeni,2023-05-14,68,6,14,19,29,1,0,5,0,38
Gebeni,2023-05-21,66,4,10,21,31,0,0,2,0,35
Gebeni,2023-05-28,59,3,13,10,33,1,0,1,252,36
Gebeni,2023-06-04,69,3,9,17,40,0,0,4,0,36
Gebeni,2023-06-11,58,5,11,16,26,2,0,0,12,36
Gebeni,2023-06-18,63,4,9,13,37,1,0,4,108,36
Gebeni,2023-06-25,66,7,13,19,27,1,0,7,5,36
Gebeni,2023-07-02,48,3,9,16,20,2,0,3,12,36
Gebeni,2023-07-09,24,1,7,5,11,0,0,6,8,36
Gebeni,2023-07-16,65,3,12,25,25,0,0,2,24,36
Gebeni,2023-07-23,39,2,11,10,16,0,0,5,12,36
Gebeni,2023-07-30,63,5,11,18,29,1,0,5,12,0
Gebeni,2023-08-06,54,3,8,15,28,2,0,6,0,36
Gebeni,2023-08-13,54,1,11,12,30,2,0,5,14,0
Gebeni,2023-08-20,63,3,10,11,39,0,0,0,0,0
Gebeni,2023-08-27,48,4,13,5,26,1,0,5,20,36
Gebeni,2023-09-03,52,2,9,13,28,0,0,5,13,36
Gebeni,2023-09-10,74,4,17,26,27,3,0,6,5,36
Gebeni,2023-09-17,42,3,8,13,18,3,0,3,288,36
Gebeni,2023-09-24,60,1,12,20,27,1,0,6,16,36
Gebeni,2023-10-01,41,1,8,11,21,1,0,3,36,36
Gebeni,2023-10-08,66,4,13,15,34,0,0,5,72,36
Gebeni,2023-10-15,57,1,7,14,35,0,0,5,0,36
Gebeni,2023-10-22,61,3,9,18,31,1,0,6,0,36
Gebeni,2023-10-29,32,3,8,7,14,0,0,3,0,36
Gebeni,2023-11-05,55,2,10,15,28,1,0,5,36,36
Gebeni,2023-11-12,62,2,9,15,36,0,0,0,0,0
Gebeni,2023-11-19,65,5,19,15,26,0,0,0,0,0
Gebeni,2023-11-26,51,1,11,12,27,0,0,0,0,0
Gebeni,2023-12-03,49,5,7,15,22,3,0,8,180,0
Gebeni,2023-12-10,62,3,13,14,32,2,0,10,36,0
Gebeni,2023-12-17,39,4,9,7,19,2,0,8,216,0
Gebeni,2023-12-24,79,6,13,12,48,3,0,8,108,0
Gebeni,2023-12-31,47,2,10,8,27,0,0,0,0,0
Gebeni,2024-01-07,43,3,9,14,17,4,0,8,0,0
Gebeni,2024-01-14,61,4,8,16,33,0,0,0,0,0
Gebeni,2024-01-21,46,2,7,13,24,0,0,0,0,0
Gebeni,2024-01-28,61,5,11,19,26,1,0,8,0,40
Gebeni,2024-02-02,63,5,13,17,28,2,0,5,15,0
Gebeni,2024-02-04,51,3,11,11,26,2,0,9,144,40
Gebeni,2024-02-09,66,7,14,14,31,0,0,0,0,0
Gebeni,2024-02-11,49,4,9,14,22,1,0,3,108,40
Gebeni,2024-02-16,53,4,7,12,30,9,0,9,28,0
Gebeni,2024-02-18,72,7,16,14,35,4,0,8,7,40
Gebeni,2024-02-25,61,2,11,23,25,4,0,6,180,40
Gebeni,2024-03-03,83,3,12,13,55,6,0,9,15,40
Gebeni,2024-03-10,79,5,15,23,36,4,0,4,180,40
Gebeni,2024-03-17,65,1,8,20,36,2,0,3,8,40
Gebeni,2024-03-24,36,4,8,9,15,0,0,7,144,40
Gebeni,2024-03-31,200,10,40,100,50,20,0,0,8,40
Gebeni,2024-04-07,25,1,5,8,11,0,0,0,0,0
Gebeni,2024-04-14,54,2,11,15,26,3,0,3,6,40
Gebeni,2024-04-21,65,2,11,22,30,0,0,0,0,0
Gebeni,2024-04-28,44,2,9,15,18,0,0,0,0,0
Gebeni,2024-05-05,57,3,13,13,28,2,0,7,216,0
Gebeni,2024-05-12,48,2,8,10,28,1,0,5,12,40
Gebeni,2024-05-19,51,2,13,10,26,2,0,7,12,40
Gebeni,2024-05-26,41,1,8,10,22,0,0,0,0,0
Gebeni,2024-06-02,79,4,15,32,28,0,0,6,12,40
Gebeni,2024-06-09,50,3,10,11,26,3,0,2,8,40
Gebeni,2024-06-16,71,2,7,20,42,0,0,8,36,40
Gebeni,2024-06-23,64,4,9,15,36,5,0,4,12,40
Gebeni,2024-06-30,73,3,15,18,37,2,0,5,12,40
Gebeni,2024-07-07,45,2,8,12,23,4,0,7,72,40
Gebeni,2024-07-14,53,3,9,14,27,0,0,8,12,40
Gebeni,2024-07-21,47,3,8,18,18,1,0,0,0,0
Gebeni,2024-07-28,73,3,16,17,37,1,0,7,72,0
Gebeni,2024-08-04,47,5,6,15,21,3,0,9,144,0
Gebeni,2024-08-11,49,6,12,10,21,0,0,0,0,0
Gebeni,2024-08-18,72,3,13,18,38,3,0,7,15,0
Gebeni,2024-08-25,58,4,10,19,25,0,0,0,0,0
Gebeni,2024-09-01,67,4,10,23,30,3,0,8,15,0
Gebeni,2024-09-08,59,5,14,27,13,5,0,0,180,0
Gebeni,2024-09-15,66,5,15,18,28,3,0,8,20,0
Gebeni,2024-09-22,57,4,8,17,28,0,0,0,0,0
Gebeni,2024-09-29,70,6,15,20,29,1,0,7,0,0
Gebeni,2024-10-06,62,5,10,22,25,0,0,0,0,0
Gebeni,2024-10-13,71,5,12,23,31,5,0,9,30,0
Gebeni,2024-10-20,69,6,11,18,34,0,0,0,0,0
Gebeni,2024-10-27,56,3,11,15,27,1,0,6,12,0
Gebeni,2024-11-03,78,6,15,27,30,21,0,9,16,0
Gebeni,2024-11-10,34,2,8,10,14,0,0,0,0,0
Gebeni,2024-11-17,63,1,10,20,32,2,0,5,0,0
Gebeni,2024-11-24,66,2,15,21,28,4,0,8,12,0
Gebeni,2024-12-01,68,2,17,19,30,0,0,12,0,0
Gebeni,2024-12-08,66,3,12,21,30,0,0,0,0,0
Gebeni,2024-12-15,60,3,13,12,32,0,0,0,0,0
Gebeni,2024-12-22,93,5,18,22,48,1,0,11,0,0
Gebeni,2024-12-29,48,4,6,17,21,0,0,0,0,0
Gebeni,2025-01-05,63,4,9,21,29,2,0,0,0,0
Gebeni,2025-01-12,68,7,11,21,29,0,0,0,0,0
Gebeni,2025-01-19,65,4,9,15,37,3,0,1,96,0
Gebeni,2025-01-26,65,5,10,15,35,3,0,0,0,0
Gebeni,2025-02-02,63,5,13,17,28,2,0,5,15,0
Gebeni,2025-02-09,66,7,14,14,31,0,0,0,0,0
Gebeni,2025-02-16,53,4,7,12,30,9,0,9,28,0
Gebeni,2025-02-23,64,2,11,18,33,2,0,8,96,0
Gebeni,2025-03-02,57,6,11,17,23,3,0,5,0,0
Gebeni,2025-03-09,67,6,13,18,30,1,0,0,12,0
Gebeni,2025-03-16,72,4,15,22,31,5,0,7,12,0
Gebeni,2025-03-23,60,3,12,15,30,1,0,4,64,0
Gebeni,2025-03-30,53,5,10,13,25,3,0,4,12,0
Gebeni,2025-04-06,53,6,11,15,21,0,0,0,0,0
Gebeni,2025-04-13,64,3,16,18,27,0,0,9,0,0
Gebeni,2025-04-20,619,39,150,250,180,5,7,21,0,0
Gebeni,2025-04-27,64,5,11,19,29,0,0,7,0,0
Gebeni,2025-05-04,56,5,13,18,20,3,0,4,0,0
Gebeni,2025-05-11,80,7,15,20,38,3,0,6,12,0
Gebeni,2025-05-18,74,6,15,18,35,2,0,7,0,0
Gebeni,2025-05-25,55,3,12,15,25,1,0,5,18,0
Gebeni,2025-06-01,51,4,16,17,14,2,0,0,8,0
Gebeni,2025-06-15,59,4,16,14,25,0,0,4,0,0
Gebeni,2025-06-22,42,5,16,13,8,2,0,3,0,0
Gebeni,2025-06-29,50,3,15,13,19,2,0,5,7,0
Gebeni,2025-07-06,45,4,17,14,10,0,0,5,14,0
Gebeni,2025-07-13,45,3,14,13,15,1,0,5,10,0
Gebeni,2025-07-20,57,3,15,13,26,5,0,7,0,0
Gebeni,2025-07-27,62,4,15,13,30,2,0,8,10,0
Gebeni,2025-08-03,59,4,16,14,25,4,0,6,9,0
Gebeni,2025-08-10,34,3,10,7,14,0,0,5,8,0
Gebeni,2025-08-18,41,3,16,18,4,2,0,8,20,0
Gebeni,2025-08-24,81,5,17,19,40,2,0,8,12,0
Gebeni,2025-08-31,49,4,14,12,19,2,0,6,12,0
Gebeni,2025-09-07,56,4,15,13,24,0,0,7,10,0
Gebeni,2025-09-14,62,3,15,17,27,0,0,5,12,0
Gebeni,2025-09-21,75,4,17,19,35,4,0,7,12,0
Gebeni,2025-09-28,76,2,18,16,40,0,0,4,14,0
Gebeni,2025-10-05,83,4,16,18,45,2,0,2,360,0
Gebeni,2025-10-12,60,3,17,15,25,3,0,5,252,0
Gebeni,2025-10-19,78,7,12,18,41,1,0,5,0,0
Gebeni,2025-10-26,62,4,12,18,28,2,0,7,0,0
Gebeni,2025-11-02,80,4,18,20,38,0,0,4,0,0
Gebeni,2025-11-09,90,7,18,20,45,2,0,4,0,0
Gebeni,2025-11-16,34,2,16,12,4,0,0,0,0,0
Gebeni,2025-11-23,130,11,30,30,59,0,0,0,0,0
Gebeni,2025-11-30,60,4,11,18,27,0,0,0,0,0
Gebeni,2025-12-07,92,2,15,25,50,2,0,7,0,0
Gebeni,2025-12-14,82,3,18,23,38,4,0,5,0,0
Gebeni,2025-12-21,82,3,18,23,38,4,0,5,0,0
Gebeni,2025-12-28,86,4,17,19,46,3,0,0,0,0
Gebeni,2026-01-04,101,5,16,26,54,12,0,7,0,0
Gebeni,2026-01-11,49,3,14,7,25,1,0,0,0,0
Gebeni,2026-01-18,104,4,25,27,48,3,0,0,0,0
Gebeni,2026-01-25,86,5,18,23,40,8,0,6,0,0
Gebeni,2026-02-01,93,10,15,28,40,1,0,3,0,0
Gebeni,2026-02-08,92,4,14,29,45,3,0,4,0,0
Gebeni,2026-02-15,68,5,20,15,28,0,0,4,0,0
Gebeni,2026-02-22,105,9,13,19,64,3,0,5,0,0
Gebeni,2026-03-01,104,6,14,24,60,3,0,6,0,0
Gebeni,2026-03-08,115,8,14,22,71,2,0,3,0,0
Gebeni,2026-03-15,109,6,11,26,66,2,0,5,0,0
Gebeni,2026-03-22,113,6,15,26,66,2,0,5,0,0
Gebeni,2026-03-29,173,6,22,55,90,0,0,0,0,0
Gebeni,2026-04-05,295,20,50,105,120,17,0,0,0,0
Gebeni,2026-04-12,90,4,12,29,45,4,0,6,0,34
Gebeni,2026-04-19,94,5,15,29,45,3,0,7,0,34
Gebeni,2026-04-26,71,3,13,19,36,0,0,0,0,0
Gebeni,2026-05-03,85,7,17,27,34,4,0,7,0,0
Gebeni,2026-05-10,90,9,19,22,40,3,0,5,0,0
Gebeni,2026-05-17,97,6,20,25,46,5,0,7,0,0
Gebeni,2026-05-24,107,6,24,28,49,3,0,5,0,0
Gundvwini,2023-09-17,22,4,3,3,12,0,0,0,0,0
Gundvwini,2023-09-24,23,3,3,2,15,0,0,0,0,0
Gundvwini,2023-10-01,27,3,3,5,16,1,0,0,0,0
Gundvwini,2023-10-08,24,3,2,3,16,0,0,0,0,0
Gundvwini,2023-10-15,25,4,4,1,16,0,0,0,0,0
Gundvwini,2023-10-22,27,3,4,4,16,0,0,0,0,0
Gundvwini,2023-10-29,21,3,3,3,12,0,0,0,0,0
Gundvwini,2023-11-05,30,3,3,4,20,2,0,0,0,0
Gundvwini,2023-11-12,22,3,1,5,13,4,0,0,0,0
Gundvwini,2023-11-19,25,3,2,4,16,0,0,0,0,0
Gundvwini,2023-11-26,37,3,3,6,25,4,0,0,0,0
Gundvwini,2023-12-03,39,6,4,6,23,0,0,0,0,0
Gundvwini,2023-12-10,30,4,4,3,19,0,0,0,0,0
Gundvwini,2023-12-17,27,4,3,4,16,0,0,0,36,0
Gundvwini,2023-12-24,35,4,4,7,20,0,0,0,0,0
Gundvwini,2023-12-31,26,3,3,5,15,0,0,0,180,0
Gundvwini,2024-01-07,39,6,6,7,20,4,0,0,144,0
Gundvwini,2024-01-14,40,4,8,7,21,5,0,0,0,0
Gundvwini,2024-01-21,46,5,9,10,22,5,0,0,36,0
Gundvwini,2024-01-28,37,6,6,5,20,0,0,0,0,0
Gundvwini,2024-02-04,43,5,6,7,25,1,0,0,0,0
Gundvwini,2024-02-09,76,7,16,13,40,0,0,3,96,0
Gundvwini,2024-02-11,45,6,6,7,26,0,0,0,0,0
Gundvwini,2024-02-16,97,10,17,20,50,4,0,2,0,0
Gundvwini,2024-02-25,48,8,8,8,24,3,0,0,36,0
Gundvwini,2024-03-03,46,5,8,7,26,1,0,0,0,0
Gundvwini,2024-03-10,38,4,6,5,23,2,0,0,0,0
Gundvwini,2024-03-17,44,5,8,5,26,3,0,0,0,0
Gundvwini,2024-03-24,19,3,4,2,10,0,0,1,0,0
Gundvwini,2024-04-07,26,4,4,3,15,0,0,0,0,0
Gundvwini,2024-04-21,49,6,10,8,25,4,0,0,0,0
Gundvwini,2024-04-28,38,5,8,5,20,0,0,0,0,0
Gundvwini,2024-05-05,34,6,8,5,15,0,0,0,0,0
Gundvwini,2024-05-12,54,9,10,9,26,0,0,0,36,0
Gundvwini,2024-05-19,48,6,9,8,25,0,0,0,0,0
Gundvwini,2024-06-02,42,6,6,10,20,0,0,0,0,0
Gundvwini,2024-06-09,54,9,10,9,26,0,0,0,504,20
Gundvwini,2024-06-16,51,7,9,10,25,0,0,2,36,20
Gundvwini,2024-06-23,46,7,8,5,26,1,0,2,72,20
Gundvwini,2024-06-30,44,5,6,8,25,0,0,0,0,0
Gundvwini,2024-07-07,33,5,7,6,15,0,0,0,0,0
Gundvwini,2024-07-14,39,5,8,8,18,0,0,0,0,0
Gundvwini,2024-07-21,45,5,9,11,20,0,0,0,0,0
Gundvwini,2024-07-28,39,4,6,9,20,0,0,0,0,0
Gundvwini,2024-08-04,47,5,8,8,26,0,0,1,0,0
Gundvwini,2024-08-11,35,4,5,6,20,0,0,0,0,0
Gundvwini,2024-08-18,50,6,10,7,27,1,0,36,0,0
Gundvwini,2024-08-25,39,4,4,6,25,0,0,2,0,0
Gundvwini,2024-09-01,48,6,10,12,20,0,0,0,0,0
Gundvwini,2024-09-08,98,15,28,20,35,8,0,2,0,0
Gundvwini,2024-09-15,38,5,7,6,20,3,0,1,0,0
Gundvwini,2024-09-29,51,6,8,9,28,1,0,2,0,0
Gundvwini,2024-10-06,42,4,8,10,20,0,0,0,0,0
Gundvwini,2024-10-13,47,5,11,8,23,0,0,0,128,0
Gundvwini,2024-10-20,53,8,10,10,25,6,0,4,0,0
Gundvwini,2024-10-27,55,10,5,8,32,1,0,2,0,0
Gundvwini,2024-11-03,60,5,10,15,30,0,0,2,0,0
Gundvwini,2024-11-10,54,6,9,9,30,2,0,0,0,0
Gundvwini,2024-11-17,55,5,10,10,30,5,0,5,0,0
Gundvwini,2024-11-24,68,6,17,10,35,0,0,2,0,0
Gundvwini,2024-12-01,61,7,8,10,36,3,0,0,0,0
Gundvwini,2024-12-08,67,4,11,15,37,0,0,3,0,0
Gundvwini,2024-12-15,60,8,12,10,30,0,0,4,0,0
Gundvwini,2024-12-22,68,7,15,10,36,6,0,0,0,0
Gundvwini,2024-12-29,67,8,14,10,35,0,0,0,0,0
Gundvwini,2025-01-05,58,7,9,10,32,1,0,0,0,0
Gundvwini,2025-01-12,60,7,13,10,30,12,0,4,0,0
Gundvwini,2025-01-19,71,8,15,11,37,2,0,5,0,0
Gundvwini,2025-01-26,71,7,13,15,36,8,0,3,0,0
Gundvwini,2025-02-09,76,7,16,13,40,0,0,3,96,0
Gundvwini,2025-02-16,97,10,17,20,50,4,0,2,0,0
Gundvwini,2025-02-23,85,8,15,12,50,3,0,2,0,0
Gundvwini,2025-03-02,58,5,8,10,35,0,0,2,0,0
